,Visitor,PTS,Home,PTS.1,visitorWin,homeWin,visTotWL,homeTotWL,visvisWL,homehomeWL,visMatchupWL,homeMatchupWL
352,Dallas Mavericks,90,Boston Celtics,97,0.0,1.0,,,,,,
353,Golden State Warriors,101,Charlotte Hornets,87,1.0,0.0,,,,,,
354,Sacramento Kings,95,Cleveland Cavaliers,101,0.0,1.0,,,,,,
355,Chicago Bulls,96,Indiana Pacers,98,0.0,1.0,,,,,,
356,Minnesota Timberwolves,113,Los Angeles Clippers,107,1.0,0.0,,,,,,
357,Detroit Pistons,100,Milwaukee Bucks,104,0.0,1.0,,,,,,
358,Denver Nuggets,114,New Orleans Pelicans,123,0.0,1.0,,,,,,
359,Memphis Grizzlies,88,New York Knicks,99,0.0,1.0,,,,,,
360,Atlanta Hawks,106,Orlando Magic,110,0.0,1.0,,,,,,
361,Miami Heat,105,San Antonio Spurs,117,0.0,1.0,,,,,,
362,Oklahoma City Thunder,95,Brooklyn Nets,100,0.0,1.0,,,,,,
363,Los Angeles Lakers,107,Philadelphia 76ers,104,1.0,0.0,,,,,,
364,Washington Wizards,109,Phoenix Suns,99,1.0,0.0,,,,,,
365,Houston Rockets,112,Utah Jazz,101,1.0,0.0,,,,,,
366,Chicago Bulls,119,Charlotte Hornets,111,1.0,0.0,,,,,,
367,Golden State Warriors,102,Detroit Pistons,98,1.0,0.0,,,,,,
368,Cleveland Cavaliers,102,Indiana Pacers,106,0.0,1.0,,,,,,
369,Toronto Raptors,116,Memphis Grizzlies,107,1.0,0.0,,,,,,
370,Dallas Mavericks,102,Milwaukee Bucks,109,0.0,1.0,,,,,,
371,Sacramento Kings,116,New Orleans Pelicans,109,1.0,0.0,,,,,,
372,Denver Nuggets,103,Orlando Magic,89,1.0,0.0,,,,,,
373,Boston Celtics,102,San Antonio Spurs,105,0.0,1.0,,,,,,
374,Orlando Magic,110,Atlanta Hawks,117,0.0,1.0,,,,,,
375,Miami Heat,101,Brooklyn Nets,89,1.0,0.0,,,,,,
376,New York Knicks,102,Chicago Bulls,104,0.0,1.0,,,,,,
377,Los Angeles Lakers,110,Charlotte Hornets,99,1.0,0.0,,,,,,
378,Philadelphia 76ers,98,Cleveland Cavaliers,105,0.0,1.0,,,,,,
379,Washington Wizards,112,Los Angeles Clippers,113,0.0,1.0,,,,,,
380,Oklahoma City Thunder,102,Memphis Grizzlies,101,1.0,0.0,,,,,,
381,Utah Jazz,100,Milwaukee Bucks,117,0.0,1.0,,,,,,
382,San Antonio Spurs,104,Phoenix Suns,101,1.0,0.0,,,,,,
383,Houston Rockets,124,Portland Trail Blazers,117,1.0,0.0,,,,,,
384,Boston Celtics,91,Detroit Pistons,81,1.0,0.0,,,,,,
385,Denver Nuggets,116,Indiana Pacers,126,0.0,1.0,,,,,,
386,Dallas Mavericks,92,Minnesota Timberwolves,97,0.0,1.0,,,,,,
387,Philadelphia 76ers,124,New Orleans Pelicans,131,0.0,1.0,,,,,,
388,Atlanta Hawks,107,New York Knicks,111,0.0,1.0,,,,,,
389,Toronto Raptors,102,Sacramento Kings,87,1.0,0.0,,,,,,
390,Boston Celtics,85,Chicago Bulls,108,0.0,1.0,,,,,,
391,Portland Trail Blazers,104,Golden State Warriors,111,0.0,1.0,,,,,,
392,New Orleans Pelicans,123,Houston Rockets,130,0.0,1.0,,,,,,
393,Toronto Raptors,91,Los Angeles Clippers,96,0.0,1.0,,,,,,
394,Miami Heat,107,Memphis Grizzlies,82,1.0,0.0,,,,,,
395,Charlotte Hornets,116,Oklahoma City Thunder,103,1.0,0.0,,,,,,
396,Washington Wizards,98,Brooklyn Nets,103,0.0,1.0,,,,,,
397,Atlanta Hawks,114,Cleveland Cavaliers,123,0.0,1.0,,,,,,
398,San Antonio Spurs,89,Dallas Mavericks,95,0.0,1.0,,,,,,
399,Denver Nuggets,103,Detroit Pistons,84,1.0,0.0,,,,,,
400,Philadelphia 76ers,118,Minnesota Timberwolves,112,1.0,0.0,,,,,,
401,Los Angeles Lakers,109,New York Knicks,113,0.0,1.0,,,,,,
402,Phoenix Suns,92,Sacramento Kings,99,0.0,1.0,,,,,,
403,Denver Nuggets,118,Boston Celtics,124,0.0,1.0,,,,,,
404,Utah Jazz,100,Chicago Bulls,103,0.0,1.0,,,,,,
405,Charlotte Hornets,96,Houston Rockets,108,0.0,1.0,,,,,,
406,Oklahoma City Thunder,100,Indiana Pacers,95,1.0,0.0,,,,,,
407,Portland Trail Blazers,102,Miami Heat,95,1.0,0.0,,,,,,
408,Milwaukee Bucks,108,New Orleans Pelicans,115,0.0,1.0,,,,,,
409,Los Angeles Clippers,106,Orlando Magic,95,1.0,0.0,,,,,,
410,Toronto Raptors,115,Phoenix Suns,109,1.0,0.0,,,,,,
411,Memphis Grizzlies,87,Washington Wizards,93,0.0,1.0,,,,,,
412,Detroit Pistons,105,Atlanta Hawks,91,1.0,0.0,,,,,,
413,New York Knicks,111,Brooklyn Nets,104,1.0,0.0,,,,,,
414,Los Angeles Lakers,112,Cleveland Cavaliers,121,0.0,1.0,,,,,,
415,Dallas Mavericks,97,Golden State Warriors,112,0.0,1.0,,,,,,
416,Sacramento Kings,96,Minnesota Timberwolves,119,0.0,1.0,,,,,,
417,Utah Jazz,107,Boston Celtics,95,1.0,0.0,,,,,,
418,Miami Heat,104,Charlotte Hornets,98,1.0,0.0,,,,,,
419,New Orleans Pelicans,111,Denver Nuggets,117,0.0,1.0,,,,,,
420,San Antonio Spurs,109,Houston Rockets,124,0.0,1.0,,,,,,
421,Detroit Pistons,104,Indiana Pacers,98,1.0,0.0,,,,,,
422,Atlanta Hawks,94,Memphis Grizzlies,96,0.0,1.0,,,,,,
423,Chicago Bulls,115,Milwaukee Bucks,109,1.0,0.0,,,,,,
424,Portland Trail Blazers,95,Orlando Magic,88,1.0,0.0,,,,,,
425,Oklahoma City Thunder,119,Philadelphia 76ers,117,1.0,0.0,,,,,,
426,Brooklyn Nets,87,Toronto Raptors,120,0.0,1.0,,,,,,
427,Los Angeles Clippers,91,Washington Wizards,100,0.0,1.0,,,,,,
428,Portland Trail Blazers,93,Charlotte Hornets,91,1.0,0.0,,,,,,
429,Utah Jazz,100,Cleveland Cavaliers,109,0.0,1.0,,,,,,
430,Milwaukee Bucks,111,Houston Rockets,115,0.0,1.0,,,,,,
431,Boston Celtics,102,Memphis Grizzlies,93,1.0,0.0,,,,,,
432,Los Angeles Clippers,85,Miami Heat,90,0.0,1.0,,,,,,
433,Phoenix Suns,108,Minnesota Timberwolves,106,1.0,0.0,,,,,,
434,Oklahoma City Thunder,96,New York Knicks,111,0.0,1.0,,,,,,
435,Dallas Mavericks,96,San Antonio Spurs,98,0.0,1.0,,,,,,
436,Indiana Pacers,109,Brooklyn Nets,97,1.0,0.0,,,,,,
437,Orlando Magic,110,Detroit Pistons,114,0.0,1.0,,,,,,
438,Sacramento Kings,93,Toronto Raptors,108,0.0,1.0,,,,,,
439,Cleveland Cavaliers,106,Washington Wizards,99,1.0,0.0,,,,,,
440,Miami Heat,104,Atlanta Hawks,110,0.0,1.0,,,,,,
441,Philadelphia 76ers,115,Chicago Bulls,117,0.0,1.0,,,,,,
442,New York Knicks,91,Charlotte Hornets,109,0.0,1.0,,,,,,
443,Phoenix Suns,97,Dallas Mavericks,91,1.0,0.0,,,,,,
444,Utah Jazz,99,Houston Rockets,120,0.0,1.0,,,,,,
445,Boston Celtics,112,Indiana Pacers,111,1.0,0.0,,,,,,
446,Golden State Warriors,116,Los Angeles Lakers,114,1.0,0.0,,,,,,
447,Portland Trail Blazers,107,Minnesota Timberwolves,108,0.0,1.0,,,,,,
448,Denver Nuggets,94,Oklahoma City Thunder,95,0.0,1.0,,,,,,
449,Los Angeles Clippers,91,San Antonio Spurs,109,0.0,1.0,,,,,,
450,Cleveland Cavaliers,116,Milwaukee Bucks,119,0.0,1.0,,,,,,
451,Sacramento Kings,101,Philadelphia 76ers,95,1.0,0.0,,,,,,
452,New Orleans Pelicans,106,Washington Wizards,116,0.0,1.0,,,,,,
453,Indiana Pacers,105,Atlanta Hawks,95,1.0,0.0,,,,,,
454,Miami Heat,90,Boston Celtics,89,1.0,0.0,,,,,,
455,Sacramento Kings,104,Brooklyn Nets,99,1.0,0.0,,,,,,
456,Orlando Magic,94,Chicago Bulls,112,0.0,1.0,,,,,,
457,Toronto Raptors,129,Charlotte Hornets,111,1.0,0.0,,,,,,
458,Detroit Pistons,93,Dallas Mavericks,110,0.0,1.0,,,,,,
459,Minnesota Timberwolves,112,Denver Nuggets,104,1.0,0.0,,,,,,
460,Memphis Grizzlies,84,Golden State Warriors,97,0.0,1.0,,,,,,
461,Los Angeles Lakers,122,Houston Rockets,116,1.0,0.0,,,,,,
462,Phoenix Suns,95,Los Angeles Clippers,108,0.0,1.0,,,,,,
463,Utah Jazz,79,Oklahoma City Thunder,107,0.0,1.0,,,,,,
464,San Antonio Spurs,93,Portland Trail Blazers,91,1.0,0.0,,,,,,
465,Chicago Bulls,112,Cleveland Cavaliers,115,0.0,1.0,,,,,,
466,Boston Celtics,93,New York Knicks,102,0.0,1.0,,,,,,
467,Toronto Raptors,114,Philadelphia 76ers,109,1.0,0.0,,,,,,
468,Memphis Grizzlies,95,Phoenix Suns,97,0.0,1.0,,,,,,
469,San Antonio Spurs,89,Utah Jazz,100,0.0,1.0,,,,,,
470,Washington Wizards,84,Brooklyn Nets,119,0.0,1.0,,,,,,
471,New York Knicks,101,Detroit Pistons,104,0.0,1.0,,,,,,
472,Los Angeles Lakers,106,Golden State Warriors,113,0.0,1.0,,,,,,
473,Los Angeles Clippers,128,Houston Rockets,118,1.0,0.0,,,,,,
474,Dallas Mavericks,101,Miami Heat,113,0.0,1.0,,,,,,
475,Charlotte Hornets,104,Milwaukee Bucks,109,0.0,1.0,,,,,,
476,Atlanta Hawks,117,Oklahoma City Thunder,120,0.0,1.0,,,,,,
477,New Orleans Pelicans,111,Orlando Magic,97,1.0,0.0,,,,,,
478,Denver Nuggets,102,Portland Trail Blazers,85,1.0,0.0,,,,,,
479,Dallas Mavericks,107,Atlanta Hawks,112,0.0,1.0,,,,,,
480,Chicago Bulls,92,Boston Celtics,117,0.0,1.0,,,,,,
481,Milwaukee Bucks,106,Charlotte Hornets,111,0.0,1.0,,,,,,
482,Denver Nuggets,96,Golden State Warriors,81,1.0,0.0,,,,,,
483,Brooklyn Nets,119,Indiana Pacers,123,0.0,1.0,,,,,,
484,Portland Trail Blazers,95,Los Angeles Lakers,92,1.0,0.0,,,,,,
485,Los Angeles Clippers,112,Memphis Grizzlies,115,0.0,1.0,,,,,,
486,New Orleans Pelicans,109,Miami Heat,94,1.0,0.0,,,,,,
487,Minnesota Timberwolves,115,Phoenix Suns,106,1.0,0.0,,,,,,
488,San Antonio Spurs,108,Sacramento Kings,99,1.0,0.0,,,,,,
489,Philadelphia 76ers,86,Toronto Raptors,102,0.0,1.0,,,,,,
490,Oklahoma City Thunder,103,Utah Jazz,89,1.0,0.0,,,,,,
491,Orlando Magic,103,Washington Wizards,130,0.0,1.0,,,,,,
492,Washington Wizards,111,Boston Celtics,103,1.0,0.0,,,,,,
493,Cleveland Cavaliers,92,Golden State Warriors,99,0.0,1.0,,,,,,
494,Minnesota Timberwolves,121,Los Angeles Lakers,104,1.0,0.0,,,,,,
495,Philadelphia 76ers,105,New York Knicks,98,1.0,0.0,,,,,,
496,Houston Rockets,107,Oklahoma City Thunder,112,0.0,1.0,,,,,,
497,Toronto Raptors,93,Dallas Mavericks,98,0.0,1.0,,,,,,
498,Utah Jazz,83,Denver Nuggets,107,0.0,1.0,,,,,,
499,Indiana Pacers,83,Detroit Pistons,107,0.0,1.0,,,,,,
500,Sacramento Kings,95,Los Angeles Clippers,122,0.0,1.0,,,,,,
501,Orlando Magic,89,Miami Heat,107,0.0,1.0,,,,,,
502,Chicago Bulls,115,Milwaukee Bucks,106,1.0,0.0,,,,,,
503,Memphis Grizzlies,97,Phoenix Suns,99,0.0,1.0,,,,,,
504,Brooklyn Nets,97,San Antonio Spurs,109,0.0,1.0,,,,,,
505,Washington Wizards,99,Atlanta Hawks,113,0.0,1.0,,,,,,
506,New York Knicks,87,Chicago Bulls,92,0.0,1.0,,,,,,
507,Boston Celtics,102,Charlotte Hornets,91,1.0,0.0,,,,,,
508,Utah Jazz,101,Golden State Warriors,126,0.0,1.0,,,,,,
509,Dallas Mavericks,98,Indiana Pacers,94,1.0,0.0,,,,,,
510,Memphis Grizzlies,109,Los Angeles Lakers,99,1.0,0.0,,,,,,
511,Denver Nuggets,125,Minnesota Timberwolves,128,0.0,1.0,,,,,,
512,Brooklyn Nets,113,New Orleans Pelicans,128,0.0,1.0,,,,,,
513,Toronto Raptors,107,Oklahoma City Thunder,124,0.0,1.0,,,,,,
514,Cleveland Cavaliers,95,Sacramento Kings,109,0.0,1.0,,,,,,
515,Houston Rockets,98,Boston Celtics,99,0.0,1.0,,,,,,
516,Minnesota Timberwolves,96,Milwaukee Bucks,102,0.0,1.0,,,,,,
517,Detroit Pistons,89,Orlando Magic,102,0.0,1.0,,,,,,
518,Philadelphia 76ers,110,Portland Trail Blazers,114,0.0,1.0,,,,,,
519,New York Knicks,107,San Antonio Spurs,119,0.0,1.0,,,,,,
520,Indiana Pacers,107,Chicago Bulls,119,0.0,1.0,,,,,,
521,Charlotte Hornets,111,Golden State Warriors,100,1.0,0.0,,,,,,
522,Los Angeles Clippers,121,Los Angeles Lakers,106,1.0,0.0,,,,,,
523,Brooklyn Nets,111,Miami Heat,87,1.0,0.0,,,,,,
524,Dallas Mavericks,128,New Orleans Pelicans,120,1.0,0.0,,,,,,
525,Milwaukee Bucks,97,Oklahoma City Thunder,95,1.0,0.0,,,,,,
526,Phoenix Suns,111,Sacramento Kings,101,1.0,0.0,,,,,,
527,Atlanta Hawks,98,Toronto Raptors,111,0.0,1.0,,,,,,
528,Houston Rockets,103,Washington Wizards,121,0.0,1.0,,,,,,
529,Portland Trail Blazers,89,Atlanta Hawks,104,0.0,1.0,,,,,,
530,Philadelphia 76ers,107,Denver Nuggets,102,1.0,0.0,,,,,,
531,San Antonio Spurs,79,Detroit Pistons,93,0.0,1.0,,,,,,
532,Memphis Grizzlies,128,Golden State Warriors,141,0.0,1.0,,,,,,
533,New York Knicks,105,New Orleans Pelicans,103,1.0,0.0,,,,,,
534,Miami Heat,117,Orlando Magic,111,1.0,0.0,,,,,,
535,Cleveland Cavaliers,101,Utah Jazz,104,0.0,1.0,,,,,,
536,Brooklyn Nets,105,Boston Celtics,108,0.0,1.0,,,,,,
537,Los Angeles Lakers,142,Houston Rockets,148,0.0,1.0,,,,,,
538,Minnesota Timberwolves,107,Indiana Pacers,90,1.0,0.0,,,,,,
539,Charlotte Hornets,98,Los Angeles Clippers,106,0.0,1.0,,,,,,
540,Dallas Mavericks,116,Oklahoma City Thunder,113,1.0,0.0,,,,,,
541,Philadelphia 76ers,123,Phoenix Suns,110,1.0,0.0,,,,,,
542,Memphis Grizzlies,114,Sacramento Kings,96,1.0,0.0,,,,,,
543,Chicago Bulls,110,Washington Wizards,114,0.0,1.0,,,,,,
544,Orlando Magic,95,Brooklyn Nets,98,0.0,1.0,,,,,,
545,Portland Trail Blazers,124,Chicago Bulls,120,1.0,0.0,,,,,,
546,Los Angeles Lakers,96,Minnesota Timberwolves,114,0.0,1.0,,,,,,
547,Milwaukee Bucks,127,Toronto Raptors,131,0.0,1.0,,,,,,
548,Portland Trail Blazers,110,Cleveland Cavaliers,127,0.0,1.0,,,,,,
549,Memphis Grizzlies,105,Los Angeles Clippers,113,0.0,1.0,,,,,,
550,San Antonio Spurs,100,New York Knicks,91,1.0,0.0,,,,,,
551,Atlanta Hawks,103,Phoenix Suns,104,0.0,1.0,,,,,,
552,Charlotte Hornets,131,Sacramento Kings,111,1.0,0.0,,,,,,
553,Cleveland Cavaliers,88,Boston Celtics,102,0.0,1.0,,,,,,
554,Minnesota Timberwolves,97,Brooklyn Nets,98,0.0,1.0,,,,,,
555,Toronto Raptors,124,Chicago Bulls,115,1.0,0.0,,,,,,
556,Golden State Warriors,125,Dallas Mavericks,122,1.0,0.0,,,,,,
557,Phoenix Suns,111,Denver Nuggets,134,0.0,1.0,,,,,,
558,Oklahoma City Thunder,133,Los Angeles Lakers,96,1.0,0.0,,,,,,
559,Detroit Pistons,104,Miami Heat,111,0.0,1.0,,,,,,
560,Indiana Pacers,101,Milwaukee Bucks,122,0.0,1.0,,,,,,
561,Houston Rockets,116,Orlando Magic,98,1.0,0.0,,,,,,
562,San Antonio Spurs,106,Philadelphia 76ers,112,0.0,1.0,,,,,,
563,New Orleans Pelicans,108,Utah Jazz,98,1.0,0.0,,,,,,
564,New York Knicks,103,Washington Wizards,121,0.0,1.0,,,,,,
565,Golden State Warriors,124,Houston Rockets,114,1.0,0.0,,,,,,
566,Oklahoma City Thunder,127,Los Angeles Clippers,117,1.0,0.0,,,,,,
567,Minnesota Timberwolves,84,Boston Celtics,91,0.0,1.0,,,,,,
568,Chicago Bulls,127,Dallas Mavericks,124,1.0,0.0,,,,,,
569,Utah Jazz,91,Denver Nuggets,99,0.0,1.0,,,,,,
570,Charlotte Hornets,108,Los Angeles Lakers,94,1.0,0.0,,,,,,
571,Washington Wizards,102,Memphis Grizzlies,100,1.0,0.0,,,,,,
572,New York Knicks,103,Miami Heat,107,0.0,1.0,,,,,,
573,Toronto Raptors,129,Milwaukee Bucks,110,1.0,0.0,,,,,,
574,Detroit Pistons,78,Philadelphia 76ers,114,0.0,1.0,,,,,,
575,Atlanta Hawks,89,Portland Trail Blazers,110,0.0,1.0,,,,,,
576,Phoenix Suns,89,San Antonio Spurs,103,0.0,1.0,,,,,,
577,Boston Celtics,87,Brooklyn Nets,85,1.0,0.0,,,,,,
578,Houston Rockets,101,Detroit Pistons,108,0.0,1.0,,,,,,
579,Chicago Bulls,86,Indiana Pacers,125,0.0,1.0,,,,,,
580,Golden State Warriors,121,Los Angeles Clippers,105,1.0,0.0,,,,,,
581,New Orleans Pelicans,98,Minnesota Timberwolves,116,0.0,1.0,,,,,,
582,Cleveland Cavaliers,131,Orlando Magic,127,1.0,0.0,,,,,,
583,Denver Nuggets,98,Sacramento Kings,106,0.0,1.0,,,,,,
584,Milwaukee Bucks,110,Washington Wizards,103,1.0,0.0,,,,,,
585,New York Knicks,100,Dallas Mavericks,96,1.0,0.0,,,,,,
586,Atlanta Hawks,113,Los Angeles Lakers,132,0.0,1.0,,,,,,
587,Utah Jazz,102,Miami Heat,103,0.0,1.0,,,,,,
588,Oklahoma City Thunder,100,Phoenix Suns,114,0.0,1.0,,,,,,
589,San Antonio Spurs,110,Portland Trail Blazers,111,0.0,1.0,,,,,,
590,Toronto Raptors,114,Brooklyn Nets,113,1.0,0.0,,,,,,
591,Houston Rockets,116,Chicago Bulls,107,1.0,0.0,,,,,,
592,Denver Nuggets,114,Golden State Warriors,124,0.0,1.0,,,,,,
593,Milwaukee Bucks,96,Indiana Pacers,109,0.0,1.0,,,,,,
594,Atlanta Hawks,107,Los Angeles Clippers,108,0.0,1.0,,,,,,
595,Cleveland Cavaliers,99,Minnesota Timberwolves,127,0.0,1.0,,,,,,
596,Detroit Pistons,109,New Orleans Pelicans,112,0.0,1.0,,,,,,
597,San Antonio Spurs,107,Sacramento Kings,100,1.0,0.0,,,,,,
598,Orlando Magic,99,Dallas Mavericks,114,0.0,1.0,,,,,,
599,Sacramento Kings,86,Los Angeles Lakers,99,0.0,1.0,,,,,,
600,Portland Trail Blazers,117,Oklahoma City Thunder,106,1.0,0.0,,,,,,
601,Miami Heat,90,Toronto Raptors,89,1.0,0.0,,,,,,
602,Detroit Pistons,114,Brooklyn Nets,80,1.0,0.0,,,,,,
603,Dallas Mavericks,115,Charlotte Hornets,111,1.0,0.0,,,,,,
604,Atlanta Hawks,110,Denver Nuggets,97,1.0,0.0,,,,,,
605,Los Angeles Clippers,125,Golden State Warriors,106,1.0,0.0,,,,,,
606,Portland Trail Blazers,112,Houston Rockets,121,0.0,1.0,,,,,,
607,Miami Heat,114,Indiana Pacers,106,1.0,0.0,,,,,,
608,New Orleans Pelicans,102,Memphis Grizzlies,105,0.0,1.0,,,,,,
609,Orlando Magic,103,Milwaukee Bucks,110,0.0,1.0,,,,,,
610,Oklahoma City Thunder,88,Minnesota Timberwolves,104,0.0,1.0,,,,,,
611,Chicago Bulls,122,New York Knicks,119,1.0,0.0,,,,,,
612,Utah Jazz,107,Washington Wizards,104,1.0,0.0,,,,,,
613,San Antonio Spurs,81,Los Angeles Lakers,93,0.0,1.0,,,,,,
614,Boston Celtics,114,Philadelphia 76ers,103,1.0,0.0,,,,,,
615,Los Angeles Clippers,121,Sacramento Kings,115,1.0,0.0,,,,,,
616,Cleveland Cavaliers,99,Toronto Raptors,133,0.0,1.0,,,,,,
617,Brooklyn Nets,110,Atlanta Hawks,105,1.0,0.0,,,,,,
618,Utah Jazz,88,Charlotte Hornets,99,0.0,1.0,,,,,,
619,Memphis Grizzlies,78,Denver Nuggets,87,0.0,1.0,,,,,,
620,Cleveland Cavaliers,95,Indiana Pacers,97,0.0,1.0,,,,,,
621,Golden State Warriors,108,Milwaukee Bucks,94,1.0,0.0,,,,,,
622,New York Knicks,108,Minnesota Timberwolves,118,0.0,1.0,,,,,,
623,Portland Trail Blazers,113,New Orleans Pelicans,119,0.0,1.0,,,,,,
624,Houston Rockets,112,Phoenix Suns,95,1.0,0.0,,,,,,
625,Orlando Magic,119,Washington Wizards,125,0.0,1.0,,,,,,
626,Detroit Pistons,105,Chicago Bulls,107,0.0,1.0,,,,,,
627,Oklahoma City Thunder,101,Charlotte Hornets,91,1.0,0.0,,,,,,
628,Los Angeles Lakers,107,Dallas Mavericks,101,1.0,0.0,,,,,,
629,Sacramento Kings,105,Los Angeles Clippers,126,0.0,1.0,,,,,,
630,Denver Nuggets,80,San Antonio Spurs,112,0.0,1.0,,,,,,
631,Golden State Warriors,127,Toronto Raptors,125,1.0,0.0,,,,,,
632,Brooklyn Nets,113,Washington Wizards,119,0.0,1.0,,,,,,
633,Milwaukee Bucks,79,Miami Heat,97,0.0,1.0,,,,,,
634,Portland Trail Blazers,103,Minnesota Timberwolves,120,0.0,1.0,,,,,,
635,New Orleans Pelicans,123,New York Knicks,118,1.0,0.0,,,,,,
636,Indiana Pacers,120,Phoenix Suns,97,1.0,0.0,,,,,,
637,San Antonio Spurs,99,Atlanta Hawks,102,0.0,1.0,,,,,,
638,New York Knicks,119,Brooklyn Nets,104,1.0,0.0,,,,,,
639,Miami Heat,111,Chicago Bulls,119,0.0,1.0,,,,,,
640,Golden State Warriors,118,Cleveland Cavaliers,108,1.0,0.0,,,,,,
641,Charlotte Hornets,118,Detroit Pistons,107,1.0,0.0,,,,,,
642,Houston Rockets,102,Los Angeles Clippers,113,0.0,1.0,,,,,,
643,Los Angeles Lakers,114,Memphis Grizzlies,123,0.0,1.0,,,,,,
644,Sacramento Kings,88,Oklahoma City Thunder,95,0.0,1.0,,,,,,
645,Toronto Raptors,111,Philadelphia 76ers,117,0.0,1.0,,,,,,
646,Indiana Pacers,109,Utah Jazz,94,1.0,0.0,,,,,,
647,Milwaukee Bucks,104,Washington Wizards,95,1.0,0.0,,,,,,
648,New Orleans Pelicans,116,Boston Celtics,113,1.0,0.0,,,,,,
649,Dallas Mavericks,102,Denver Nuggets,105,0.0,1.0,,,,,,
650,Minnesota Timberwolves,102,Orlando Magic,108,0.0,1.0,,,,,,
651,Phoenix Suns,111,Portland Trail Blazers,118,0.0,1.0,,,,,,
652,New Orleans Pelicans,93,Atlanta Hawks,94,0.0,1.0,,,,,,
653,San Antonio Spurs,100,Brooklyn Nets,95,1.0,0.0,,,,,,
654,Golden State Warriors,119,Chicago Bulls,112,1.0,0.0,,,,,,
655,Washington Wizards,109,Charlotte Hornets,133,0.0,1.0,,,,,,
656,Denver Nuggets,104,Los Angeles Clippers,109,0.0,1.0,,,,,,
657,New York Knicks,99,Memphis Grizzlies,105,0.0,1.0,,,,,,
658,Miami Heat,106,Milwaukee Bucks,101,1.0,0.0,,,,,,
659,Los Angeles Lakers,90,Oklahoma City Thunder,114,0.0,1.0,,,,,,
660,Utah Jazz,120,Sacramento Kings,105,1.0,0.0,,,,,,
661,Detroit Pistons,91,Toronto Raptors,96,0.0,1.0,,,,,,
662,Philadelphia 76ers,89,Boston Celtics,80,1.0,0.0,,,,,,
663,Orlando Magic,103,Cleveland Cavaliers,104,0.0,1.0,,,,,,
664,Minnesota Timberwolves,98,Houston Rockets,116,0.0,1.0,,,,,,
665,Indiana Pacers,86,Portland Trail Blazers,100,0.0,1.0,,,,,,
666,Miami Heat,95,Brooklyn Nets,101,0.0,1.0,,,,,,
667,Phoenix Suns,108,Denver Nuggets,100,1.0,0.0,,,,,,
668,Washington Wizards,122,Detroit Pistons,112,1.0,0.0,,,,,,
669,Indiana Pacers,86,Los Angeles Lakers,99,0.0,1.0,,,,,,
670,Sacramento Kings,88,Memphis Grizzlies,106,0.0,1.0,,,,,,
671,San Antonio Spurs,83,Toronto Raptors,86,0.0,1.0,,,,,,
672,New York Knicks,117,Utah Jazz,115,1.0,0.0,,,,,,
673,Chicago Bulls,113,Atlanta Hawks,97,1.0,0.0,,,,,,
674,Miami Heat,106,Charlotte Hornets,105,1.0,0.0,,,,,,
675,Oklahoma City Thunder,148,Cleveland Cavaliers,124,1.0,0.0,,,,,,
676,Golden State Warriors,108,Houston Rockets,116,0.0,1.0,,,,,,
677,Toronto Raptors,109,Minnesota Timberwolves,115,0.0,1.0,,,,,,
678,Memphis Grizzlies,104,New Orleans Pelicans,111,0.0,1.0,,,,,,
679,Milwaukee Bucks,94,Philadelphia 76ers,116,0.0,1.0,,,,,,
680,Dallas Mavericks,108,Portland Trail Blazers,117,0.0,1.0,,,,,,
681,Los Angeles Clippers,113,Utah Jazz,125,0.0,1.0,,,,,,
682,Orlando Magic,103,Boston Celtics,95,1.0,0.0,,,,,,
683,Brooklyn Nets,101,Detroit Pistons,100,1.0,0.0,,,,,,
684,New York Knicks,107,Los Angeles Lakers,127,0.0,1.0,,,,,,
685,Indiana Pacers,94,San Antonio Spurs,86,1.0,0.0,,,,,,
686,Utah Jazz,90,Atlanta Hawks,104,0.0,1.0,,,,,,
687,Sacramento Kings,107,Charlotte Hornets,112,0.0,1.0,,,,,,
688,Washington Wizards,75,Dallas Mavericks,98,0.0,1.0,,,,,,
689,Portland Trail Blazers,101,Denver Nuggets,104,0.0,1.0,,,,,,
690,Miami Heat,90,Houston Rockets,99,0.0,1.0,,,,,,
691,Minnesota Timberwolves,126,Los Angeles Clippers,118,1.0,0.0,,,,,,
692,Philadelphia 76ers,101,Memphis Grizzlies,105,0.0,1.0,,,,,,
693,Phoenix Suns,105,Milwaukee Bucks,109,0.0,1.0,,,,,,
694,Chicago Bulls,128,New Orleans Pelicans,132,0.0,1.0,,,,,,
695,New York Knicks,112,Golden State Warriors,123,0.0,1.0,,,,,,
696,Boston Celtics,107,Los Angeles Lakers,108,0.0,1.0,,,,,,
697,Brooklyn Nets,108,Oklahoma City Thunder,109,0.0,1.0,,,,,,
698,Sacramento Kings,105,Orlando Magic,99,1.0,0.0,,,,,,
699,Cleveland Cavaliers,102,San Antonio Spurs,114,0.0,1.0,,,,,,
700,Toronto Raptors,108,Atlanta Hawks,93,1.0,0.0,,,,,,
701,New Orleans Pelicans,101,Charlotte Hornets,96,1.0,0.0,,,,,,
702,Houston Rockets,104,Dallas Mavericks,97,1.0,0.0,,,,,,
703,Utah Jazz,98,Detroit Pistons,95,1.0,0.0,,,,,,
704,Phoenix Suns,101,Indiana Pacers,116,0.0,1.0,,,,,,
705,Boston Celtics,113,Los Angeles Clippers,102,1.0,0.0,,,,,,
